ID,Text,
3_UK_DocO_Overheating,"A unit that contains both living accommodation and space for commercial purposes (e.g. as aworkshop or office) should be treated as a residential building, as long as the commercial part canrevert to residential use.",
25_UK_DocO_Overheating,"Each residential unit, shared communal room and common space should be categorised separately.",
39_UK_DocO_Overheating,The equivalent area of the opening should meet or exceed the free area of the opening.,
44_UK_DocO_Overheating,Main distribution routes should be through vertical risers to minimise heat gains into common spaces.,
47_UK_DocO_Overheating,The building control body should be provided with a report that demonstrates that the residential building passes CIBSEs TM59 assessment of overheating.,
53_UK_DocO_Overheating,The internal temperature exceeds 23C at 11pm.,
55_UK_DocO_Overheating,"At night, windows, patio doors and balcony doors should be modelled as closed.",
56_UK_DocO_Overheating,"An entrance door should be included, which should be shut all the time.",
63_UK_DocO_Overheating,The building should be constructed to meet requirement O1 using passive means as far as reasonably practicable.,
65_UK_DocO_Overheating,NOTE: Any method to reduce overheating risk in residential buildings must comply with all other parts of the Building Regulations.,
67_UK_DocO_Overheating,NOTE: A system for purge ventilation should be provided in each habitable room to demonstrate compliance with Part F of the Building Regulations.,
80_UK_DocO_Overheating,Buildings located near to significant local pollution sources should be designed to minimise the intake of external air pollutants.,
82_UK_DocO_Overheating,"When determining the free area available for ventilation during sleeping hours, only the proportion of openings that can be opened securely should be considered to provide useful ventilation.",
83_UK_DocO_Overheating,Only the proportion of openings which can be opened with a very low risk of occupants falling from height should be considered to form part of the overheating mitigation strategy.,
84_UK_DocO_Overheating,Window handles on windows that open outwards are not more than 650mm from the inside face of the wall when the window is at its maximum openable angle.,
85_UK_DocO_Overheating,Guarding should be sized to prevent the passage of a 100mm sphere.,
87_UK_DocO_Overheating,Any looped cords must be fitted with child safety devices.,
90_UK_DocO_Overheating,"When a new residential building is erected, information about the building must be given to the owner of the building to allow them to use the overheating mitigation strategy effectively.",
92_UK_DocO_Overheating,Sufficient information about the overheating mitigation strategy and its maintenance requirements must be given to owners so that it can be used effectively.,
93_UK_DocO_Overheating,"The information should be provided in a clear manner, for a non-technical audience.",
96_UK_DocO_Overheating,"For example, the shutters should be used in the day and the windows opened only when it is cooler outside.",
103_UK_DocO_Overheating,"Where a room serves more than one activity, e.g. open-plan kitchen and living room, the area with the largest glazing area should be assessed and the room area calculated based on a room depth no greater than 4.5m from the glazed facade.",
108_UK_DocO_Overheating,All three parts of the compliance checklist should be completed.,
109_UK_DocO_Overheating,The relevant parts of Part 2 and 3 should be signed by a person who is competent to design the residential building.,
112_UK_DocO_Overheating,"Each of the two sections of the centrally hinged window should be assessed as a single side, bottom or top hung window.",
1_UK_DocP_ElectricalSafety,"Reasonable provision shall be made in the design and installation of electrical installations in order to protect persons operating, maintaining or altering the installations from fire or injury.",
7_UK_DocP_ElectricalSafety,"Sufficient information should be provided to ensure that people can operate, maintain or alter an electrical installation with reasonable safety.",
4_UK_DocQ_Security_Dwellings,Reasonable provision must be made to resist unauthorised access to (a) any dwelling; and (b) any part of a building from which access can be gained to a flat within the building.,
8_UK_DocQ_Security_Dwellings,"Where access to the dwelling can be gained via an interconnecting doorset from the garage, then either the garage doorset (pedestrian and vehicular) or the interconnecting doorset should be a secure doorset.",
11_UK_DocQ_Security_Dwellings,"The main doors for entering a dwelling (usually the front door) should have a door viewer unless other means exist to see callers, such as clear glass within the door or a window next to the doorset.",
13_UK_DocQ_Security_Dwellings,Frames should be mechanically fixed to the structure of the building in accordance with the manufacturers installation instructions.,
14_UK_DocQ_Security_Dwellings,"The resilient layer should be timber sheathing at least 9mm thick, expanded metal or a similar resilient material.",
15_UK_DocQ_Security_Dwellings,The resilient layer should be to the full height of the door and 600mm either side of the doorset.,
22_UK_DocQ_Security_Dwellings,Frames should be mechanically fixed to the structure of the building in accordance with the manufacturers installation instructions.,
23_UK_DocQ_Security_Dwellings,"Easily accessible: Either: a window or doorway, any part of which is within 2m vertically of an accessible level surface such as the ground or basement level, or an access balcony, or a window within 2m vertically of a flat or sloping roof (with a pitch of less than 30) that is within 3.5m of ground level.",
26_UK_DocQ_Security_Dwellings,The doorset should be manufactured from solid or laminated timber with a minimum density of 600kg/m3.,
28_UK_DocQ_Security_Dwellings,"Door rails, stiles and muntins should be at least 44mm thick.",
29_UK_DocQ_Security_Dwellings,"After rebating, frame components should retain at least 32mm of timber.",
30_UK_DocQ_Security_Dwellings,Any panel within the doorset should be at least 15mm thick.,
31_UK_DocQ_Security_Dwellings,The panel should be securely held in place.,
32_UK_DocQ_Security_Dwellings,Beading should be mechanically fixed and glued in position.,
33_UK_DocQ_Security_Dwellings,The smaller dimension of each panel  which can be either the width or height of the panel  should be 230mm or less.,
35_UK_DocQ_Security_Dwellings,"The main doors for entering a dwelling (usually the front doorset) should be fitted with a multipoint locking system that meets the requirements of:   PAS 3621 (key locking on both sides), or PAS 8621 (non-key locking on the internal face), or PAS 10621 (non-key locking on the internal face, but with an external locking override facility).",
36_UK_DocQ_Security_Dwellings,"Between the locking points for the mortice lock and surface-mounted rim lock, the distance should be 400-600mm.",
37_UK_DocQ_Security_Dwellings,"The non-primary doors for entering a dwelling (for example, back door or garage inter-connecting doors) should be fitted with a multipoint locking system that meets the requirements of: PAS 3621 (key locking on both sides), or PAS 8621 (non-key locking on the internal face), or PAS 10621 (non-key locking on the internal face, but with an external locking override facility).",
38_UK_DocQ_Security_Dwellings,"The morticed bolts should have a minimum projection of 20mm, should be at least 100mm from the top and bottom corners of the door, and should avoid any door construction joints.",
40_UK_DocQ_Security_Dwellings,"The main doors for entering a dwelling (usually the front door) should have a door viewer unless other means exist to see callers, such as clear glass within the door or a window next to the doorset.",
3_UK_DocR_V1_InfrastructureForElectircalCommunications,"Where the work concerns a building containing more than one dwelling, the work must be carried out so as to ensure that the building is equipped in addition with a common access point for gigabit-capable public electronic communications networks.",
5_UK_DocR_V1_InfrastructureForElectircalCommunications,"NOTE: The network distribution point could be in a cabinet, a box mounted on a wall or on a telegraph pole.",
6_UK_DocR_V1_InfrastructureForElectircalCommunications,"Where a new building contains more than one dwelling, a common access point for a gigabit-capable public electronic communications network is required as a part of the buildings gigabit-ready physical infrastructure.",
12_UK_DocR_V1_InfrastructureForElectircalCommunications,"For example, if there is a point that is as close to the distribution point as the developer can extend the gigabit-ready physical infrastructure to, but this would not be reasonably practicable for the developer due to the condition of the land in question, the infrastructure should be extended to an alternative point that is reasonably practicable.",
19_UK_DocR_V1_InfrastructureForElectircalCommunications,"One way to meet the requirement for gigabit-ready physical infrastructure which extends beyond the dwelling is to design and install a system of ducts, chambers, cabinets, towers and poles that can facilitate at least one gigabit-capable public electronic communications network connection for all the dwellings serviced by that infrastructure.",
20_UK_DocR_V1_InfrastructureForElectircalCommunications,"Where full fibre connections are not available, other means of providing gigabit-capable public electronic communications network connections such as Data Over Cable Service Interface Specification (DOCSIS 3.1) or a fixed wireless access technology  should be explored before pursuing a next fastest broadband connection.",
21_UK_DocR_V1_InfrastructureForElectircalCommunications,"Where an access point is installed at a dwelling to facilitate connection to a gigabit-capable public electronic communications network, the ingress of moisture into the building and air leakage from the building should be prevented.",
22_UK_DocR_V1_InfrastructureForElectircalCommunications,"For a building that contains more than one dwelling, such as a block of flats, a common access point and gigabit-ready physical infrastructure inside the building are required.",
24_UK_DocR_V1_InfrastructureForElectircalCommunications,"For a building that contains more than one dwelling, the gigabit-ready physical infrastructure inside the building should have sufficient capacity and dimensions to host at least one gigabit-capable public electronic communications network connection for each dwelling.",
26_UK_DocR_V1_InfrastructureForElectircalCommunications,"For example, ducting under land should be fully covered, and any infrastructure protruding from the building or ground should be encased where possible.",
27_UK_DocR_V1_InfrastructureForElectircalCommunications,"NOTE: Consideration should be given to the positioning of network termination points installed within the dwelling to ensure good connectivity throughout the dwelling, such as in central, open areas of the dwelling.",
31_UK_DocR_V1_InfrastructureForElectircalCommunications,Each dwelling must in addition be provided with a connection to a gigabit-capable public electronic communications network.,
38_UK_DocR_V1_InfrastructureForElectircalCommunications,Developers should work with network operators to provide a gigabit-capable public electronic communications network connection for each new dwelling erected unless the cost exceeds the cost cap of 2000 per dwelling or the network operator declines to provide a connection.,
39_UK_DocR_V1_InfrastructureForElectircalCommunications,"Where a gigabit-capable public electronic communications network connection is not being installed because a connection is not offered within the 2000 cost cap, developers should work with network operators to provide the next fastest broadband connection which can be installed without exceeding the 2000 cost cap.",
41_UK_DocR_V1_InfrastructureForElectircalCommunications,At least one network termination point should be provided in a suitable position at each new dwelling erected.,
42_UK_DocR_V1_InfrastructureForElectircalCommunications,A fixed electrical supply for the network termination point and associated distribution equipment should be provided at the network termination point.,
47_UK_DocR_V1_InfrastructureForElectircalCommunications,Evidence that the chosen network operators are suitable should be provided.,
50_UK_DocR_V1_InfrastructureForElectircalCommunications,"If the cost of connection to a gigabit-capable public electronic communications network exceeds the cost cap, developers can consider the network operators quotes for the slower connections.",
53_UK_DocR_V1_InfrastructureForElectircalCommunications,NOTE: Any financial contribution from the network operator should be deducted from the cost of providing the relevant connection.,
60_UK_DocR_V1_InfrastructureForElectircalCommunications,"The cost of providing a connection to a gigabit-capable public electronic communications network exceeds the cost cap, with accompanying quotes provided by the suitable network operators.",
72_UK_DocR_V1_InfrastructureForElectircalCommunications,Note: Connection should be provided to the fastest public electronic communications network within the cost cap.,
1_UK_DocR_V2_InfrastructureForElectircalCommunications,"Building work must be carried out so as to ensure that the building is equipped with a high-speedready inbuilding physical infrastructure, up to a network termination point for high-speed electronic communications networks.",
2_UK_DocR_V2_InfrastructureForElectircalCommunications,"Where the work concerns a building containing more than one dwelling, the work must be carried out so as to ensure that the building is equipped in addition with a common access point for highspeed electronic communications networks.",
4_UK_DocR_V2_InfrastructureForElectircalCommunications,Multi-dwelling buildings that are subject to major renovation works must be equipped with a common access point capable of serving all the dwellings within the building.,
7_UK_DocR_V2_InfrastructureForElectircalCommunications,"A suitable position for at least one network termination point should be identified for the erection of a new building other than a dwelling, for an existing building (including an existing individual dwelling) that is subject to major renovation works, and for each dwelling in an existing multidwelling building that is subject to major renovation works.",
8_UK_DocR_V2_InfrastructureForElectircalCommunications,Suitable ducting should be provided to connect all such network termination points to an appropriate access point or common access point.,
9_UK_DocR_V2_InfrastructureForElectircalCommunications,"However, it should be noted that alternative forms of connectivity may be used.",
12_UK_DocR_V2_InfrastructureForElectircalCommunications,The design of the in-building physical infrastructure should take account of satellite and wireless technologies where there is evidence that the required network speeds could be met.,
1_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"Where a car park is constructed or work is carried out to an existing car park, care must be taken to ensure that the fire safety requirements of the Building Regulations have been met.",
2_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"Manual controls, where provided, should be within reasonable reach of the occupants.",
3_UK_DocS_InfrastructureForChargingOfElectricalVehicles,Access requirements must be considered when locating electric vehicle charge points.,
4_UK_DocS_InfrastructureForChargingOfElectricalVehicles,Accessible parking spaces must meet the Part M requirements.,
5_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"Where electrical work is carried out for a dwelling, Part P of the Building Regulations must be met.",
8_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"The number of associated parking spaces which have access to electric vehicle charge points must be (a) the total number of associated parking spaces, where there are fewer associated parking spaces than there are dwellings contained in the residential building; or (b) the number of associated parking spaces that is equal to the total number of dwellings contained in the residential building, where there are the same number of associated parking spaces as, or more associated parking spaces than, there are dwellings.",
10_UK_DocS_InfrastructureForChargingOfElectricalVehicles,The number of electric vehicle charge points that must be installed is the maximum number of electric vehicle charge points that it is possible to install at an average sum of 3600 or less for the connection cost of each electric vehicle charge point connection (the 3600 cap).,
13_UK_DocS_InfrastructureForChargingOfElectricalVehicles,The building has more than 10 associated parking spaces.,
18_UK_DocS_InfrastructureForChargingOfElectricalVehicles,If the number of associated parking spaces for the new residential building is both a. more than 10; b. more than the number of dwelling scable routes must be provided for all associated parking spaces which do not have access to an electric vehicle charge point.,
20_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"Where the connection cost is greater than 3600 per electric vehicle charge point connection, the maximum number of electric vehicle charge points should be installed before the extra grid connection costs exceed 3600 per electric vehicle charge point connection.",
22_UK_DocS_InfrastructureForChargingOfElectricalVehicles,At least one quote should be from a distribution network operator.,
23_UK_DocS_InfrastructureForChargingOfElectricalVehicles,The maximum number of electric vehicle charge points that can be installed before the extra grid connections costs exceed 3600 per charge point per dwelling.,
26_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"Where one or more dwellings with associated parking result from a building, or a part of a building, undergoing a material change of use at least one associated parking space for the use of each such dwelling must have access to an electric vehicle charge point.",
31_UK_DocS_InfrastructureForChargingOfElectricalVehicles,Where a residential building undergoing major renovation will have more than 10 associated parking spaces after the major renovation is completed (a) at least one associated parking space for the use of each dwelling must have access to an electric vehicle charge point; (b) cable routes for electric vehicle charge points must be installed in all additional associated parking spaces.,
34_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"If the cost of installing the required electric vehicle charge points and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation(a) the residential building is exempt from the requirement to install any electric vehicle charge point; (b) cable routes for electric vehicle charge points must be installed in all associated parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",
43_UK_DocS_InfrastructureForChargingOfElectricalVehicles,As many electric vehicle charge points as can be accommodated within the existing power supply should be installed.,
44_UK_DocS_InfrastructureForChargingOfElectricalVehicles,Cable routes should be provided for the additional parking spaces which would have required an electric vehicle charge point if the electrical power supply were sufficient.,
48_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"When work is complete, there will be more than 10 associated parking spaces for the use of the dwellings.",
50_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"If there are associated parking spaces where there is not a requirement to install electric vehicle charge points, cable routes must be installed in all remaining associated parking spaces.",
51_UK_DocS_InfrastructureForChargingOfElectricalVehicles,The cost of installing electric vehicle charge points and cable routes is not more than 7% of the total capital cost of the major renovation.,
53_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"Where the cost of installing only cable routes is more than 7% of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",
54_UK_DocS_InfrastructureForChargingOfElectricalVehicles,The methodology for determining costs should be consistent between all elements of the calculation to allow a fair comparison between the cost of the major renovation and the cost of electric vehicle charge point infrastructure.,
58_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"If there are not enough associated parking spaces outside of the covered car park to meet the requirement to install electric vehicle charge points, then cable routes should be installed for associated parking spaces within the covered car park.",
59_UK_DocS_InfrastructureForChargingOfElectricalVehicles,The total number of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the number of dwellings in the residential building; b. the number of associated parking spaces.,
61_UK_DocS_InfrastructureForChargingOfElectricalVehicles,Where a new building which is not a residential building or a mixed-use building has more than 10 parking spaces (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.,
67_UK_DocS_InfrastructureForChargingOfElectricalVehicles,One electric vehicle charge point must be provided for the building.,
68_UK_DocS_InfrastructureForChargingOfElectricalVehicles,At least one in every five remaining parking spaces must be provided with cable routes.,
69_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"NOTE: A minimum of one in every five means that, for example, if there are 11 parking spaces, two parking spaces must have access to cable routes in addition to the one parking space with access to an electric vehicle charge point.",
70_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"Where any of the parking spaces for new buildings other than residential or mixed-use buildings are in a covered car park, the requirement to install an electric vehicle charge point should be met by installing a charge point in a parking space that is not within a covered car park.",
71_UK_DocS_InfrastructureForChargingOfElectricalVehicles,Cable routes must still be provided for a minimum of one in five parking spaces.,
73_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than 10 parking spaces after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",
75_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"If the cost of installing the required electric vehicle charge point and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation (a) such a building is exempt from the requirement to install the electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",
81_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"After work is complete, more than 10 parking spaces within the site boundary will be available for the use of building users.",
82_UK_DocS_InfrastructureForChargingOfElectricalVehicles,One electric vehicle charge point must be installed.,
83_UK_DocS_InfrastructureForChargingOfElectricalVehicles,A minimum of one in five of the remaining parking spaces must have access to cable routes.,
84_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"NOTE: A minimum of one in every five means that, for example, if there are 11 parking spaces, two parking spaces must have access to cable routes in addition to the one parking space with an electric vehicle charge point.",
87_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"Where the cost of installing only cable routes is more than 7% of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",
88_UK_DocS_InfrastructureForChargingOfElectricalVehicles,The methodology for determining costs should be consistent between all elements of the calculation to allow a fair comparison between the cost of the major renovation and the cost of electric vehicle charge point infrastructure.,
89_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"Where one or more parking spaces are within a covered car park, the requirement to install electric vehicle charge points should be met by installing charge points in parking spaces that are not within a covered car park.",
90_UK_DocS_InfrastructureForChargingOfElectricalVehicles,Cable routes must still be provided for a minimum of one in five parking spaces.,
94_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"Where relevant work is undertaken on a mixed-use building, it should be determined which parking spaces are associated parking spaces for the use of occupants of the dwellings, and which parking spaces are for use by users of the non-residential function of the building.",
95_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"For mixed-use buildings which have parking spaces within a covered car park, any requirements to install electric vehicle charge points or cable routes must first be applied to those parking spaces outside the covered car park.",
102_UK_DocS_InfrastructureForChargingOfElectricalVehicles,the location of the electric vehicle charge point or future connection location should be suitable for use by electric vehicles with charging inlets in different places.,
107_UK_DocS_InfrastructureForChargingOfElectricalVehicles,Cable routes should be provided from a metered electricity supply point to the future connection location.,
111_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"All cable routes should be laid as straight as possible and with suitable access points, so that cables can be pulled through in future.",
112_UK_DocS_InfrastructureForChargingOfElectricalVehicles,All space alongside the cable duct should be backfilled in a way that avoids damage to the duct.,
113_UK_DocS_InfrastructureForChargingOfElectricalVehicles,The termination points of cable duct should be sited where access to maintain in future is unrestricted.,
116_UK_DocS_InfrastructureForChargingOfElectricalVehicles,Any future connection locations should be clearly identified and labelled.,
117_UK_DocS_InfrastructureForChargingOfElectricalVehicles,Each letter should be 25mm high.,
118_UK_DocS_InfrastructureForChargingOfElectricalVehicles,The text should be displayed over three lines.,
119_UK_DocS_InfrastructureForChargingOfElectricalVehicles,The sign should be suitably weatherproof for its location.,
120_UK_DocS_InfrastructureForChargingOfElectricalVehicles,The sign should be sited where a person installing an electric vehicle charge point in future will see it.,
121_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"Where vehicle barriers are necessary, sufficient space (for example 500mm) should be allowed around the future connection location.",
123_UK_DocS_InfrastructureForChargingOfElectricalVehicles,The renovation of a building where more than 25% of the surface area of the building envelope undergoes renovation.,
124_UK_DocS_InfrastructureForChargingOfElectricalVehicles,"NOTE: The surface area of the whole building must be included when assessing whether the works constitute a major renovation, even if the building is mixed use.",
1_UK_DocA_Structure,"The building shall be constructed so that the combined dead,imposed and wind loads are sustained and transmitted by it to the ground: (a) safely; and (b) without causing such deflection or deformation of any part of the building, or such movement of the ground, as will impair the stability of any part of another building.",
3_UK_DocA_Structure,"The building shall be constructed so that ground movement caused by: (a) swelling, shrinkage or freezing of the subsoil; or (b) land-slip or subsidence (other than subsidence arising from shrinkage), in so far as the risk can be reasonably foreseen,will not impair the stability of any part of the building.",
5_UK_DocA_Structure,The selection of relevant critical situations for design should be made reflecting the conditions that can reasonably be foreseen during future use.,
32_UK_DocA_Structure,Solid walls constructed of coursed brickwork or blockwork should be at least as thick as 1/16 of the storey height.,
35_UK_DocA_Structure,All cavity walls should have leaves at least 90mm thick and cavities at least 50mm wide.,
36_UK_DocA_Structure,"The wall ties should have a horizontal spacing of 900mm and a vertical spacing of 450mm, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",
37_UK_DocA_Structure,"Wall ties should also be provided, spaced not more than 300mm apart vertically, within a distance of 225mm from the vertical edges of all openings, movement joints and roof verges.",
55_UK_DocA_Structure,Vertical loading on walls should be distributed.,
59_UK_DocA_Structure,"The ends of every wall should be bonded or otherwise securely tied throughout their full height to a buttressing wall, pier or chimney.",
63_UK_DocA_Structure,"The length of the buttressing wall should be at least 1/6 of the overall height of the supported wall and be bonded or securely tied to the supporting wall and at the other end to a buttressing wall, pier or chimney.",
65_UK_DocA_Structure,"piers should measure at least 3 times the thickness of the supported wall and chimneys twice the thickness, measured at right angles to the wall.",
67_UK_DocA_Structure,Construction over openings and recesses should be adequately supported.,
68_UK_DocA_Structure,"No openings should be provided in walls below ground floor except for small holes for services and ventilation, etc. which should be limited
to a maximum area of 0.1m² at not less than 2m centres.",
75_UK_DocA_Structure,"Vertical strapping may be omitted if the roof: a. has a pitch of 15 or more, and b. is tiled or slated, and c. is of a type known by local experience to be resistant to wind gusts, and d. has main timber members spanning onto the supported wall at not more than 1.2m centres.",
78_UK_DocA_Structure,The floor area of the building or annexe does not exceed 36m.,
79_UK_DocA_Structure,Where the floor area of the building or annexe exceeds 10m the walls have a mass of not less than 130kg/m.,
80_UK_DocA_Structure,The maximum length or width of the buildingor annexe does not exceed 9m.,
83_UK_DocA_Structure,One or two major openings not more than 2.1min height are permitted in one wall of the building or annexe only.,
84_UK_DocA_Structure,The width of a single opening or the combined width of two openings should not exceed 5m.,
86_UK_DocA_Structure,"Where ties are used to connect piers to walls they should be flat, 20mm x 3mm in cross section, be in stainless steel in accordance with paragraph 2C19, be placed in pairs and be spaced at not more than 300mm centre vertically.",
99_UK_DocA_Structure,"In clay soils subject to volume change on drying (shrinkable clays, with Modified Plasticity Index greater than or equal to 10), strip foundations should be taken to a depth where anticipated ground movements will not impair the stability of any part of the building taking due consideration of the influence of vegetation and trees on the ground.",
102_UK_DocA_Structure,Fixings shall be corrosion resistant and of a material type appropriate for the local environment.,
112_UK_DocA_Structure,"The strength of fixings should be derived from tests using materials representative of the material into which the fixing is to be anchored, taking account of any inherent weaknesses that may affect the strength of the fixing, e.g. cracks in concrete due to shrinkage and flexure, or voids in masonry construction.",
59_UK_DocG_Sanitation,"There must be a suitable installation for the provision of: (a) wholesome water to any place where drinking water is  drawn off; (b) wholesome water or softened wholesome water to any  washbasin or bidet provided in or adjacent to a room containing a sanitary convenience; (c) wholesome water or softened wholesome water to any washbasin, bidet, fixed bath or shower in a bathroom; and (d) wholesome water to any sink provided in any area where food is prepared.",
60_UK_DocG_Sanitation,There must be a suitable installation for the provision of water of suitable quality to any sanitary convenience fitted with a flushing device.,
62_UK_DocG_Sanitation,"Any system/unit used to supply dwellings with water from alternative sources should be subject to a risk assessment by the system designer and manufacturer, and appropriate testing carried out to demonstrate that any risks have been suitably addressed.",
63_UK_DocG_Sanitation,Reasonable provision must be made by the installation of fittings and fixed appliances that use water efficiently for the  prevention of undue consumption of water.,
70_UK_DocG_Sanitation,Where a building consists of more than one dwelling (such as a block of flats) it should be designed so that the estimated consumption of wholesome water resulting from the design of the cold and hot water systems for each individual dwelling should be no greater than the target.,
72_UK_DocG_Sanitation,The water used by sanitary appliances and relevant white goods in a new dwelling should be calculated using the manufacturers declared value for water consumption of each of those appliances and white goods.,
75_UK_DocG_Sanitation,"Where alternative sources of water are to be used in the dwelling design, this should be reflected in the estimate of water use.",
78_UK_DocG_Sanitation,"Similarly, where a shower is not to be provided or where a waste disposal unit, a water softener or water reuse is to be provided.",
106_UK_DocG_Sanitation,the water efficiency calculator must be completed.,
79_UK_DocG_Sanitation,"Where it applies, the estimated consumption of wholesome water calculated in accordance with the methodology in the water efficiency calculator, should not exceed 110 litres/person/day.",
83_UK_DocG_Sanitation,"Similarly, where a shower is not to be provided or where a waste disposal unit, a water softener or water reuse is to be provided the water efficiency calculator must be completed.",
87_UK_DocG_Sanitation,"There must be a suitable installation for the provision of heated wholesome water or heated softened wholesome water to: (a) any washbasin or bidet provided in or adjacent to a room containing a sanitary convenience; (b) any washbasin, bidet, fixed bath and shower in a bathroom; and (c) any sink provided in any area where food is prepared.",
88_UK_DocG_Sanitation,"A hot water system, including any cistern or other vessel that supplies water to or receives expansion water from a hot water system, shall be designed, constructed and installed so as to resist the effects of temperature and pressure that may occur either in normal use or in the event of such malfunctions as may reasonably be anticipated, and must be adequately supported.",
89_UK_DocG_Sanitation,A hot water system that has a hot water storage vessel shall incorporate precautions to: (a) prevent the temperature of the water stored in the vessel at any time exceeding 100C; and (b) ensure that any discharge from safety devices is safely conveyed to where it is visible but will not cause a danger to persons in or about the building.,
90_UK_DocG_Sanitation,The hot water supply to any fixed bath must be so designed and installed as to incorporate measures to ensure that the temperature of the water that can be delivered to that bath does not exceed 48C.,
93_UK_DocG_Sanitation,Electrical work associated with hot water systems should be carried out in accordance with BS7671:2008 Requirements for electrical installations (IEE Wiring Regulations 17th Edition).,
94_UK_DocG_Sanitation,Pipework should be designed and installed in such a way as to minimise the transfer time between the hot water storage system and hot water outlets.,
97_UK_DocG_Sanitation,"Hot water storage systems should be designed and installed in accordance with BS  6700:2006  A1:2009 Specification for design,  installation, testing and maintenance of services supplying water for domestic use within buildings and their curtilages or BS EN 12897:2006 Water supply.",
98_UK_DocG_Sanitation,"Vented hot water storage systems should incorporate a vent pipe of an adequate size, but not less than 19mm internal diameter, connecting the top of the hot water storage  vessel to a point open to the atmosphere above and over the level of the water in the cold water storage cistern.",
100_UK_DocG_Sanitation,"The cold water storage cistern into which the vent pipe discharges should be supported on a flat, level, rigid platform which is capable of safely withstanding the weight of the cistern when filled with water to the rim and fully supporting the bottom of the cistern over the  whole of its area.",
102_UK_DocG_Sanitation,"The cistern should be accessible for maintenance, cleaning and replacement.",
104_UK_DocG_Sanitation,Any unvented hot water storage system up to 500 litres and less than 45kW should be in the form of a proprietary hot water storage system unit or package.,
108_UK_DocG_Sanitation,Any unvented hot water storage system unit or package should be indelibly marked with the following information:  a. the manufacturers name and contact details;  b. a model reference;  c. the rated storage capacity of the storage water heater;  d. the operating pressure of the system and the operating pressure of the expansion valve;  e. relevant operating data on each of the safety devices fitted; and  f. the maximum primary circuit pressure and flow temperature of indirect hot water storage system units or packages.,
110_UK_DocG_Sanitation,"Any unvented hot water storage system having a power input of more than 45kW, but a capacity of 500 litres or less should be in the form of a proprietary hot water storage system unit or package.",
118_UK_DocG_Sanitation,"Where relevant, appropriate pressure, temperature or temperature and pressure activated safety devices should be fitted in addition to a safety device such as an energy cut-out.",
124_UK_DocG_Sanitation,"Where solar water heating systems are used, an additional heat source should be available.",
125_UK_DocG_Sanitation,"Note: The additional heat source should be used, when necessary, to maintain the water temperature to restrict microbial growth.",
127_UK_DocG_Sanitation,"The diameter of discharge pipe (D1) should be not less than the nominal outlet size of the safety device, e.g. temperature relief valve.",
129_UK_DocG_Sanitation,Where a manifold is used it should be sized to accept and discharge the total discharge from the discharge pipes connected to it.,
130_UK_DocG_Sanitation,"Where valves other than a temperature and pressure relief valve from a single unvented hot water system discharge by way of the same manifold that is used by the safety devices, the manifold should be factory fitted as part of the hot water storage system unit or package.",
133_UK_DocG_Sanitation,Any discharge should be visible at the tundish.,
134_UK_DocG_Sanitation,"in dwellings occupied by people with impaired vision or mobility, consideration should be given to the installation of a suitable safety device to warn when discharge takes place,  e.g. electronically operated.",
