Text,is_rule,ID,source,base,n_tokens,n_chars,n_deontic,n_quantitative,n_coref,n_ext_ref,has_shall,has_must,has_should,has_may,starts_capital,ends_period,n_commas,n_semicolons,n_numbers
"The results of all pressure tests on dwellings, including any test failures, should be reported to the building control body.",1,359_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,20,125,1,0,0,0,0,0,1,0,1,1,2,0,0
The results should be recorded and  given to the building owner.,0,410_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,11,64,1,0,0,0,0,0,1,0,1,1,0,0,0
The results should be recorded and given to the building owner with the manufacturers supporting literature.,0,408_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,16,108,1,0,0,0,0,0,1,0,1,1,0,0,0
The results should be recorded and given to the building owner.,1,399_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,11,63,1,0,0,0,0,0,1,0,1,1,0,0,0
The roof insulation should be installed when the eaves are still accessible.,1,169_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,12,76,1,0,0,0,0,0,1,0,1,1,0,0,0
"The roof is braced at rafter level, horizontally at eaves level and at the base of any gable by roof decking, rigid sarking or diagonal timber bracing, as appropriate, in accordance with BS EN 199511:2004 with its UK National Annex and additional guidance given in BSI Published Document PD 66931:2012 or BS81033:2009.",0,69_UK_DocA_Structure,accord_official,ACCORD Official,55,318,0,0,0,1,0,0,0,0,1,1,4,0,5
The same CO2 emission factors used to calculate the dwelling emission rate should be used to check against the minimum performance standards described in Section 6 of this approved document.,0,78_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,30,190,1,1,1,1,0,0,1,0,1,1,0,0,1
"The same approved calculation tool must be used to calculate the target primary energy rate, target emission rate and target fabric energy efficiency rate and the dwelling primary energy rate, dwelling emission rate and dwelling fabric energy efficiency rate.",1,56_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,39,259,1,0,0,0,0,1,0,0,1,1,2,0,0
"The same approved calculation tool must be used to calculate the target primary energy rate, the target emission rate, the building primary energy rate and the building emission rate.",1,51_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,29,183,1,0,0,0,0,1,0,0,1,1,2,0,0
"The seasonal efficiency of the appliance being replaced, if unknown, should be established by following the hierarchy set out below.",0,503_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,20,132,1,0,0,0,0,0,1,0,1,1,2,0,0
The seasonal efficiency of the boiler should be determined using equation 6.1.,0,237_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,13,78,1,0,0,0,0,0,1,0,1,1,0,0,1
The seasonal energy efficiency ratio of an air conditioner working in cooling mode should be a minimum of 4.0.,1,332_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,20,110,1,1,0,0,0,0,1,0,1,1,0,0,1
The selection of fixings for supporting cladding should be determined from a consideration of the proven performance of the fixing and the risks associated with the particular application.,0,110_UK_DocA_Structure,accord_official,ACCORD Official,28,188,1,0,0,0,0,0,1,0,1,1,0,0,0
The selection of relevant critical situations for design should be made reflecting the conditions that can reasonably be foreseen during future use.,1,5_UK_DocA_Structure,accord_official,ACCORD Official,22,148,1,0,0,0,0,0,1,0,1,1,0,0,0
The service should be appropriate to the requirements of the space.,1,212_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,11,67,1,0,0,0,0,0,1,0,1,1,0,0,0
The sign should be sited where a person installing an electric vehicle charge point in future will see it.,1,120_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,19,106,1,0,0,1,0,0,1,0,1,1,0,0,0
The sign should be suitably weatherproof for its location.,1,119_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,9,58,1,0,0,0,0,0,1,0,1,1,0,0,0
"The simplified method for limiting solar gains and providing a means of removing excess heat, as set out in Section 1.",0,21_UK_DocO_Overheating,accord_official,ACCORD Official,21,118,0,0,0,1,0,0,0,0,1,1,1,0,1
The sink is not more than 150mm deep with insulation to the underside to prevent scalding  of a wheelchair users legs.,1,96_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,21,118,0,0,0,0,0,0,0,0,1,1,0,0,0
The site level of accessible entrances should be determined accordingly.,0,39_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,10,72,1,0,0,0,0,0,1,0,1,1,0,0,0
The size of any opening in the buttressing wall should be restricted as shown in Diagram 12.,0,64_UK_DocA_Structure,accord_official,ACCORD Official,17,92,1,0,0,0,0,0,1,0,1,1,0,0,1
The smaller dimension of each panel  which can be either the width or height of the panel  should be 230mm or less.,1,33_UK_DocQ_Security_Dwellings,accord_official,ACCORD Official,22,115,1,0,0,0,0,0,1,0,1,1,0,0,0
The solar control provisions should be upgraded if either of the following criteria is met.,0,494_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,15,91,1,0,1,0,0,0,1,0,1,1,0,0,0
"The solar gain per unit floor area averaged over the period 06:30 to 16:30 GMT, and when the building is subject to solar irradiances for July as given in the table of design irradiancies in CIBSEs Guide A, should not be greater than 25W/m2.",0,498_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,47,241,1,1,1,1,0,0,1,0,1,1,2,0,4
The space between the air barrier and the insulation layer should be filled with solid material.,1,152_UK_DocM_V2_AccessAndUseOfBuildings | 191_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,16,96,1,0,0,0,0,0,1,0,1,1,0,0,0
The specific fan power for mechanical ventilation systems should not exceed the following.,0,336_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,13,90,1,1,1,0,0,0,1,0,1,1,0,0,0
"The specific fan power of air distribution systems at the design air flow rate should be no greater than in Table 6.9, as adjusted by the appropriate factors within this table.",0,301_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,32,176,1,1,1,1,0,0,1,0,1,1,1,0,1
The specification of comfort cooling systems should be based on a heat gain calculation for the dwelling.,1,330_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,17,105,1,0,0,0,0,0,1,0,1,1,0,0,0
"The specification of comfort cooling systems should be based on an appropriate heat gain calculation for the building, based on CIBSEs Guide A.",0,270_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,23,143,1,0,0,0,0,0,1,0,1,1,1,0,0
"The specification of space heating systems should be based on an appropriate heat loss calculation for the building, based on BS EN 128311 and CIBSEs Guide B1.",0,207_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,27,159,1,0,0,0,0,0,1,0,1,1,1,0,1
The specification of space heating systems should be based on both of the following.,0,236_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,14,84,1,0,1,0,0,0,1,0,1,1,0,0,0
"The specification of ventilation systems should be based on the ventilation needs of the building, in accordance with Approved Document F, Volume 2: Buildings Others than dwellings.",0,296_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,27,181,1,0,0,0,0,0,1,0,1,1,2,0,1
The standards in BS EN 509 should be met.,0,272_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,9,41,1,0,0,0,0,0,1,0,1,1,0,0,1
"The strength of fixings should be derived from tests using materials representative of the material into which the fixing is to be anchored, taking account of any inherent weaknesses that may affect the strength of the fixing, e.g. cracks in concrete due to shrinkage and flexure, or voids in masonry construction.",1,112_UK_DocA_Structure,accord_official,ACCORD Official,52,314,2,0,0,0,0,0,1,1,1,1,3,0,0
The submission should demonstrate how the building could reasonably meet the energy efficiency requirements after fitout.,0,95_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,16,121,1,0,0,0,0,0,1,0,1,1,0,0,0
The sum of all extract ventilation in the dwelling on its continuous rate should be at least the whole dwelling ventilation rate given in Table 1.3.,0,39_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,27,148,1,1,0,1,0,0,1,0,1,1,0,0,1
The supply rate to the additional room should be determined as follows.,0,154_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,12,71,1,0,0,0,0,0,1,0,1,1,0,0,0
The system can be overridden by a door reactivating device that relies on appropriate electronic methods (but not a door edge pressure system); provided that the lift door remains fully open for at least three seconds.,1,24_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,36,218,0,1,0,0,0,0,0,0,1,1,0,1,0
The system should be installed in accordance with BS 5864.,0,266_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,10,58,1,0,0,0,0,0,1,0,1,1,0,0,1
The system should be specified and installed according to the manufacturers instructions to ensure that its overall performance meets a reasonable standard.,0,339_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,22,156,1,0,0,0,0,0,1,0,1,1,0,0,0
The system should be specified and installed according to the manufacturers instructions to ensure that the overall performance of the system meets a reasonable standard.,0,343_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,25,170,1,0,0,0,0,0,1,0,1,1,0,0,0
The system should be specified and installed according to the manufacturers instructions to ensure the overall performance of the system meets a reasonable standard.,1,332_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,24,165,1,0,0,0,0,0,1,0,1,1,0,0,0
The systems should be subdivided into separate control zones for areas of the building for which any of the following are significantly different.,0,273_UK_DocM_V2_AccessAndUseOfBuildings | 303_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,23,146,1,0,1,0,0,0,1,0,1,1,0,0,0
The systems should be subdivided into separate control zones for areas of the building in which any of the following are significantly different.,0,210_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,23,145,1,0,1,0,0,0,1,0,1,1,0,0,0
"The target primary energy rate and target emission rate must be calculated using one of the calculation tools in the approved methodology, used in line with the version policy as stated in the methodology.",1,49_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,34,205,1,0,0,0,0,1,0,0,1,1,1,0,0
"The term controlled fitting refers to the entire unit of a window, roof window, rooflight or door, including the frame.",1,423_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,20,119,0,0,1,0,0,0,0,0,1,1,3,0,0
The termination points of cable duct should be sited where access to maintain in future is unrestricted.,1,113_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,17,104,1,0,0,0,0,0,1,0,1,1,0,0,0
The test data should be certified by a notified body.,1,194_UK_DocM_V2_AccessAndUseOfBuildings | 222_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,10,53,1,0,0,0,0,0,1,0,1,1,0,0,0
The text should be displayed over three lines.,1,118_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,8,46,1,0,0,0,0,0,1,0,1,1,0,0,0
"The thickness of walls constructedin uncoursed stone, flints, clunches, bricks orOthers burnt or vitrified material should not beless than 1.33 times the thickness determined by paragraph 2C6.",0,33_UK_DocA_Structure,accord_official,ACCORD Official,28,192,1,1,0,1,0,0,1,0,1,1,3,0,1
The three-part form should be completed for each installation address.,1,264_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,11,70,1,0,0,0,0,0,1,0,1,1,0,0,0
The time of day that different parts of the strategy should be used.,0,95_UK_DocO_Overheating,accord_official,ACCORD Official,13,68,1,0,0,0,0,0,1,0,1,1,0,0,0
The total combined rate of continuous mechanical extract ventilation in the dwelling should be at least the whole dwelling ventilation rate in Table 1.3.,0,103_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,25,153,1,1,0,1,0,0,1,0,1,1,0,0,1
The total number of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the number of dwellings in the residential building; b. the number of associated parking spaces.,1,59_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,44,267,1,0,1,0,0,0,1,0,1,1,0,2,0
"The total number of ventilators installed in a dwellings habitable rooms and kitchens should be no fewer than five, except in one bedroom properties, where there should be no fewer than four.",1,96_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,32,191,1,0,0,1,0,0,1,0,1,1,2,0,0
The total number of ventilators installed in the dwellings habitable rooms and kitchens should be at least the following: Five ventilators if the dwelling has more than one bedroom.,1,89_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,29,181,1,1,1,1,0,0,1,0,1,1,0,0,0
The total supply air flow should be distributed proportionately to the volume of each habitable room.,1,105_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,16,101,1,0,0,1,0,0,1,0,1,1,0,0,0
"The tundish should be vertical, located in the same space as the unvented hot water storage system and be fitted as close as possible to, and lower than, the safety device, with no more than 600mm of pipe between the valve outlet and the tundish (see Diagram 1).",0,132_UK_DocG_Sanitation,accord_official,ACCORD Official,48,262,1,1,0,1,0,0,1,0,1,1,4,0,1
"The type and quality of public address, hearing enhancement and telephone systems should be chosen carefully to ensure intelligibility.",1,151_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,19,135,1,0,0,0,0,0,1,0,1,1,1,0,0
The upgraded system should meet at least one of the following four criteria.,0,497_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,13,76,1,1,1,0,0,0,1,0,1,1,0,0,0
The use of boards with lapped or tongue and groove edges should be considered.,1,146_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,14,78,1,0,0,0,0,0,1,0,1,1,0,0,0
The use of this section.,0,24_UK_DocA_Structure,accord_official,ACCORD Official,5,24,0,0,1,1,0,0,0,0,1,1,0,0,0
The use of this table is not appropriate in any of the following situations and expert advice should be sought.,0,92_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,20,111,1,0,2,1,0,0,1,0,1,1,0,0,0
The use of visually and acoustically reflective wall surfaces should be minimised within the lifting platform to prevent discomfort for people with visual and hearing impairment.,1,116_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,26,178,1,0,0,0,0,0,1,0,1,1,0,0,0
The value of the consequential improvement works should not be less than 10 of the value of the principal works.,1,452_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,20,112,1,1,0,0,0,0,1,0,1,1,0,0,1
The value of the seasonal energy efficiency ratio (SEER) and the seasonal coefficient of performance (SCOP) should be determined using BS EN 14825 with average climate data; in conjunction with the Ecodesign Commission Regulation No.,0,278_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,35,233,1,0,0,0,0,0,1,0,1,1,0,1,1
"The value of these consequential improvements should not be less than 10 of the value of the principal works, excluding the value of any work to improve Others energy efficiency aspects of the building served by the services in meeting paragraph 12.6b.",0,454_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,43,252,1,1,1,1,0,0,1,0,1,1,1,0,2
The value used in the calculation for the fraction of heat provided by the secondary heating system must be as defined by the Standard Assessment Procedure for the particular combination of main heating system and secondary heating appliance.,0,72_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,38,242,1,0,0,0,0,1,0,0,1,1,0,0,0
"The various enduse categories, such as heating, lighting and cooling, should be submetered in such a way that at least 90 of the annual energy consumption of each fuel can be assigned to an enduse.",1,227_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,35,197,1,1,1,0,0,0,1,0,1,1,3,0,1
"The wall ties should have a horizontal spacing of 900mm and a vertical spacing of 450mm, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",1,36_UK_DocA_Structure,accord_official,ACCORD Official,39,203,1,2,1,0,0,0,1,0,1,1,1,0,1
The warning should be placed sufficiently in advance of the hazard to allow time to stop and not be so narrow that it might be missed in a single stride.,1,53_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,30,153,1,0,1,0,0,0,1,0,1,1,0,0,0
The water heater is close to the draw-off points and has a storage capacity no greater than 100 litres.,1,463_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,20,103,0,1,0,0,0,0,0,0,1,1,0,0,1
The water heater is situated centrally with a distribution system to supply water to the drawoff points and has a capacity greater than 300 litres.,1,456_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,25,147,0,1,0,0,0,0,0,0,1,1,0,0,1
The water used by sanitary appliances and relevant white goods in a new dwelling should be calculated using the manufacturers declared value for water consumption of each of those appliances and white goods.,1,72_UK_DocG_Sanitation,accord_official,ACCORD Official,33,207,1,0,1,0,0,0,1,0,1,1,0,0,0
The weighting should be based on the anticipated usage of those fuels.,0,61_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,12,70,1,0,1,0,0,0,1,0,1,1,0,0,0
The whole building ventilation rate should be met.,1,47_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,8,50,1,0,0,0,0,0,1,0,1,1,0,0,0
The width of a single opening or the combined width of two openings should not exceed 5m.,1,84_UK_DocA_Structure,accord_official,ACCORD Official,17,89,1,1,0,0,0,0,1,0,1,1,0,0,0
The written guidance should be as described in the following paragraphs.,0,177_UK_DocF_V1_Ventilation,accord_official,ACCORD Official,11,72,1,0,2,1,0,0,1,0,1,1,0,0,0
"There are no limits on the design of display windows and similar glazing, but for new buildings their impact must be taken into account in the calculation of primary energy and CO2 emissions.",1,138_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,33,191,1,0,0,0,0,1,0,0,1,1,1,0,0
There is a minimum of 400mm of worktop to at least one side of the oven and fridge or fridge freezer where this is taller than the worktop height (or to one side of a pair of tall appliances where they are located together at the end of a run).,1,98_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,50,244,0,2,2,0,0,0,0,0,1,1,0,0,0
"There must be a suitable installation for the provision of heated wholesome water or heated softened wholesome water to: (a) any washbasin or bidet provided in or adjacent to a room containing a sanitary convenience; (b) any washbasin, bidet, fixed bath and shower in a bathroom; and (c) any sink provided in any area where food is prepared.",1,87_UK_DocG_Sanitation,accord_official,ACCORD Official,58,341,1,0,0,1,0,1,0,0,1,1,2,2,0
There must be a suitable installation for the provision of water of suitable quality to any sanitary convenience fitted with a flushing device.,1,60_UK_DocG_Sanitation,accord_official,ACCORD Official,23,143,1,0,0,1,0,1,0,0,1,1,0,0,0
"There must be a suitable installation for the provision of: (a) wholesome water to any place where drinking water is  drawn off; (b) wholesome water or softened wholesome water to any  washbasin or bidet provided in or adjacent to a room containing a sanitary convenience; (c) wholesome water or softened wholesome water to any washbasin, bidet, fixed bath or shower in a bathroom; and (d) wholesome water to any sink provided in any area where food is prepared.",1,59_UK_DocG_Sanitation,accord_official,ACCORD Official,78,462,1,0,0,1,0,1,0,0,1,1,2,3,0
There shall be adequate means of ventilation provided for people in the building.,1,15_UK_DocF_V1_Ventilation | 15_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,13,81,1,0,0,0,1,0,0,0,1,1,0,0,0
"There should be a supply rate, in the absence of tobacco smoke or Others excessive pollutants, of 10 litres per second per person.",1,114_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,23,130,1,0,0,0,0,0,1,0,1,1,2,0,1
There should be no visible mould on the inner surfaces of external walls of a properly heated building with typical moisture generation.,1,115_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,22,136,1,0,0,0,0,0,1,0,1,1,0,0,0
"There should be sufficient space for people to approach the building, pass Otherss who are travelling in the opposite direction and carry out all necessary manoeuvres.",1,43_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,26,167,1,0,0,0,0,0,1,0,1,1,1,0,0
There should not be: a. non-engineered fill (as described in BREDigest 427) or wide variation in ground conditions within the loaded area; nor b. weaker or more compressible ground at such a depth below the foundation as could impair the stability of the structure.,0,92_UK_DocA_Structure,accord_official,ACCORD Official,45,265,1,0,2,0,0,0,1,0,1,1,0,1,1
"Therefore the maximum permitted length equates to 5.8m  which, is less than the actual length of 7m therefore calculate  the next largest size.",0,143_UK_DocG_Sanitation,accord_official,ACCORD Official,24,143,0,2,0,0,0,0,0,0,1,1,1,0,1
"Therefore, when extending or altering an electrical installation, only the new work must meet current standards.",0,14_UK_DocP_ElectricalSafety,accord_official,ACCORD Official,16,112,1,0,0,0,0,1,0,0,1,1,2,0,0
Thermal bridges should be assessed in a new dwelling using one of the following methods.,0,172_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,15,88,1,0,1,0,0,0,1,0,1,1,0,0,0
"Thermal bridging, including at the party wall, should be reasonably limited.",1,150_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,11,76,1,0,0,0,0,0,1,0,1,1,2,0,0
"Thermal elements within heated areas served that have Uvalues higher than those set out in Table 4.2, column (a), should be replaced or renovated following the guidance in Section 10 or Section 11 of this approved document.",0,493_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,38,223,1,0,2,2,0,0,1,0,1,1,2,0,3
"Thermal elements within the area served that have Uvalues higher than those in Table 4.2, column (a), should be replaced or renovated following the guidance in Section 10 or Section 11 of this approved document.",0,491_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,36,211,1,0,2,2,0,0,1,0,1,1,2,0,3
Thermostatic room controls.,0,219_UK_DocM_V2_AccessAndUseOfBuildings | 249_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,3,27,0,0,0,0,0,0,0,0,1,1,0,0,0
These calculations should be submitted to the building control body.,0,94_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,10,68,1,0,1,0,0,0,1,0,1,1,0,0,0
These factors should be used in the calculations of the dwelling primary energy rate and dwelling emission rate.,0,77_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,18,112,1,0,1,0,0,0,1,0,1,1,0,0,0
These fittings should not exceed a centre pane U-value of 1.2W/(m2K).,1,118_UK_DocL_V1_ConsrvationOfFuelAndPower | 134_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,14,69,1,1,1,0,0,0,1,0,1,1,0,0,1
These limits should be applied when following the guidance in CIBSEs TM59.,0,48_UK_DocO_Overheating,accord_official,ACCORD Official,12,74,1,0,1,0,0,0,1,0,1,1,0,0,0
"These measures should be installed at least to the extent outlined to meet the reasonable provision criterion, based on the value of the principal works, as outlined in Section 12.ItemImprovement measureIf the installed capacity per unit area of a heating system is increased, both of the following apply.",0,490_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,49,305,1,1,3,1,0,0,1,0,1,1,3,0,1
These shall be in addition to  any thermostat provided to control the desired  temperature of the stored water.,0,103_UK_DocG_Sanitation,accord_official,ACCORD Official,18,111,1,0,1,0,1,0,0,0,1,1,0,0,0
These should be capable of  being used to separately adapt the heating output in each room served by the heating appliance.,0,251_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,21,123,1,0,1,0,0,0,1,0,1,1,0,0,0
These should be capable of being used to separately adapt the heating or cooling output in each room served by the heating or cooling appliance.,1,221_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,25,144,1,0,1,0,0,0,1,0,1,1,0,0,0
"These should be installed at least to the extent outlined in Table D1, based on the value of the principal works, as outlined in Section 12.",0,479_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,26,140,1,1,1,2,0,0,1,0,1,1,2,0,1
They have a U-value higher than either of the following.,0,444_UK_DocM_V2_AccessAndUseOfBuildings | 450_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,11,56,0,0,2,0,0,0,0,0,1,1,0,0,0
"They should be provided with spaces into which they can manoeuvre easily, and which offer them a clear view of an event, while ensuring they are not segregated into special areas.",0,130_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,31,179,1,0,1,0,0,0,1,0,1,1,2,0,0
"Thickness of masonry walls in certain residential buildings of not more than three storeys, small single-storey non-residential buildings and annexes.",0,11_UK_DocA_Structure,accord_official,ACCORD Official,22,150,0,0,0,1,0,0,0,0,1,1,1,0,0
"This  may be used for those building types not set out  in paragraph 4.12 above or for those workplaces  where the applicant wishes to provide more than the  minimum recommended in the Approved Code of  Practice, for example, to deliver equivalent provision  for men and women.",0,186_UK_DocG_Sanitation,accord_official,ACCORD Official,47,277,1,1,2,1,0,0,0,1,1,1,2,0,1
This Approved Document deals with the following Requirement from Part D of Schedule 1 to the Building Regulations 2010.,0,5_UK_DocD_ToxicSubstances,accord_official,ACCORD Official,19,119,0,0,2,1,0,0,0,0,1,1,0,0,2
This analysis should be considered when designing the building.,0,114_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,9,63,1,0,1,0,0,0,1,0,1,1,0,0,0
This analysis should be considered when designing the dwelling.,0,95_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,9,63,1,0,1,0,0,0,1,0,1,1,0,0,0
This approved document sets standards that should be met when installing fixed building services or onsite electricity generation.,0,231_UK_DocM_V2_AccessAndUseOfBuildings | 258_UK_DocL_V1_ConsrvationOfFuelAndPower,accord_official,ACCORD Official,18,130,1,0,1,0,0,0,1,0,1,1,0,0,0
This can be done within one system of gigabit-ready physical infrastructure with capacity to host more than one type of connection.,0,40_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,22,131,0,0,1,0,0,0,0,0,1,1,0,0,0
"This could take the form of schematic diagrams, maps setting out the site layout and written evidence.",0,18_UK_DocR_V1_InfrastructureForElectircalCommunications,accord_official,ACCORD Official,17,102,0,0,1,0,0,0,0,0,1,1,1,0,0
This evidence should be written confirmation obtained from either the distribution network operator or a suitable expert.,0,42_UK_DocS_InfrastructureForChargingOfElectricalVehicles,accord_official,ACCORD Official,17,121,1,0,1,1,0,0,1,0,1,1,0,0,0
This figure should be  determined from manufacturers product  details.,0,226_UK_DocG_Sanitation,accord_official,ACCORD Official,9,70,1,0,1,1,0,0,1,0,1,1,0,0,0
This grippable handrail is 8501000mm above the pitch line of the flight and extends at least 300mm beyond the top and bottom nosings.,1,73_UK_DocM_V1_AccessAndUseOfBuildings,accord_official,ACCORD Official,23,133,0,1,1,0,0,0,0,0,1,1,0,0,0
"This is restricted  to a single appliance and any associated  controls and must not be connected to, or  form part of, any Others fixed building service.",0,53_UK_DocG_Sanitation,accord_official,ACCORD Official,26,153,2,0,1,0,0,1,0,0,1,1,2,0,0
"This is so that, where the average flow  rate/volume is significantly lower than the highest  flow rate/volume specified, the calculation sets a  limitation for what figure can be assumed.",0,222_UK_DocG_Sanitation,accord_official,ACCORD Official,31,188,0,0,1,1,0,0,0,0,1,1,2,0,0
This may be achieved using CO2 monitors or Others means of measuring indoor air quality.,0,38_UK_DocF_V2_Ventilation,accord_official,ACCORD Official,15,88,1,0,1,0,0,0,0,1,1,1,0,0,0
"This may be determined using any of the following methods, and should be recorded in the building log book: a. design calculations; b. energy benchmarks; c. an energy forecasting methodology such as CIBSEs TM54; d. Others building modelling or spreadsheet toolse.  any combination of (a) to (d).",0,395_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,47,295,2,0,3,0,0,0,1,1,1,1,1,3,0
"This means a complete installation that measures, records, transmits, analyses, reports and communicates meaningful energy management information to enable the operator to manage the energy it uses.",0,74_UK_DocM_V2_AccessAndUseOfBuildings,accord_official,ACCORD Official,27,198,0,0,2,0,0,0,0,0,1,1,4,0,0
